x1,x2,y1,y2,m,b
8.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+03,-1.000000000000000000e+03,
9.110000000000000000e+02,9.110000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
-1.000000000000000000e+03,9.990000000000000000e+02,6.000000000000000000e+00,7.000000000000000000e+00,
-1.000000000000000000e+03,9.990000000000000000e+02,9.090000000000000000e+02,9.100000000000000000e+02,
1.100000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+03,-1.000000000000000000e+03,
1.080000000000000000e+02,1.080000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
1.110000000000000000e+02,1.110000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
2.080000000000000000e+02,2.080000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
2.110000000000000000e+02,2.110000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
3.050000000000000000e+02,3.050000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
4.080000000000000000e+02,4.080000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
4.110000000000000000e+02,4.110000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
5.080000000000000000e+02,5.080000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
5.110000000000000000e+02,5.110000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
6.050000000000000000e+02,6.050000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
7.080000000000000000e+02,7.080000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
7.110000000000000000e+02,7.110000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
8.080000000000000000e+02,8.080000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
8.110000000000000000e+02,8.110000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
9.080000000000000000e+02,9.080000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
-1.000000000000000000e+03,9.990000000000000000e+02,9.000000000000000000e+00,1.000000000000000000e+01,
-1.000000000000000000e+03,9.990000000000000000e+02,1.060000000000000000e+02,1.070000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,1.090000000000000000e+02,1.100000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,2.060000000000000000e+02,2.070000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,2.090000000000000000e+02,2.100000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,3.030000000000000000e+02,3.040000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,4.060000000000000000e+02,4.070000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,4.090000000000000000e+02,4.100000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,5.060000000000000000e+02,5.070000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,5.090000000000000000e+02,5.100000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,6.030000000000000000e+02,6.040000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,7.060000000000000000e+02,7.070000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,7.090000000000000000e+02,7.100000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,8.060000000000000000e+02,8.070000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,8.090000000000000000e+02,8.100000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,9.060000000000000000e+02,9.070000000000000000e+02,
3.130000000000000000e+02,3.130000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
6.130000000000000000e+02,6.130000000000000000e+02,1.000000000000000000e+03,-1.000000000000000000e+03,
-1.000000000000000000e+03,9.990000000000000000e+02,3.110000000000000000e+02,3.120000000000000000e+02,
-1.000000000000000000e+03,9.990000000000000000e+02,6.110000000000000000e+02,6.120000000000000000e+02,
